MLS_Num,Address,City,Original_Price,List_Date,Days_On_Market,Living_SQFT,Status,List_Price,Land_SQFT,Type,Closing_Date,Sold_Price,Zip
401957,96 pueo Dr,Kula,729000,45405,141,1248,PNDNS,729000,41251,SF,,,96790
400001,1895 Anapa Pl,Kihei,745000,45212,77,500,SLD,745000,7514,SF,45289,730000,96753
398884,30 Puakea Pl,Kula,799000,45061,289,713,SLD,750000,22111,SF,45350,730000,96790
400779,126 Kaiaka Rd,Maunaloa,745000,45296,250,2041,ACT,734999,10058,SF,,,96770
400424,2756 Kamehameha V Hwy,Kaunakakai,749000,45263,201,1380,SLD,749000,8882,SF,45464,735000,96748
398991,1790 Piihana Rd,Wailuku,825000,45073,289,1124,SLD,735000,2810,SF,45362,735000,96793
400345,6925 KAMEHAMEHA V Hwy,Kaunakakai,849000,45254,157,1232,SLD,808000,99317,SF,45411,735000,96748-0000
402421,357 Konahea St,Wailuku,785000,45444,66,1052,SLD,785000,7967,SF,45510,742500,96793
401237,1488 Hoalauna St,Lanai City,745000,45339,73,1008,SLD,745000,5001,SF,45412,745000,96763
401500,514 Ilima Ave,Lanai City,735000,45363,69,1147,SLD,735000,6625,SF,45432,745000,96763-0514
400857,810 NAHIKU Rd,Hana,999000,45303,175,1520,SLD,799000,348480,SFD,45478,749000,96713
399476,3305 Laulima Ln,Makawao,785000,45138,130,864,SLD,749000,43508,SF,45268,749000,96768-8823
402513,403 Waiehu Beach Rd,Wailuku,750000,45450,55,1644,SLD,750000,10607,SF,45505,750000,96793
399918,112 Miner Pl,Makawao,750000,45201,74,1310,SLD,750000,10376,SF,45275,750000,96768
398892,437 Ilima Ave,Lanai City,930000,45062,472,1704,SLD,845000,6752,SF,45534,750000,96763
402837,67 MAKALANI Pl,Makawao,865000,45482,62,1168,SLD,799000,7741,SF,45544,750000,96768
401388,5085 G Hanawai St,Lahaina,750000,45324,28,1152,SLD,750000,4660,SF,45352,750000,96761
402748,2334 KAMEHAMEHA V Hwy,Kaunakakai,750000,45474,72,3640,ACT,750000,23278,SFD,,,96748
402662,1025 Ukiu Rd,Makawao,790000,45467,79,696,ACT,750000,21553,SF,,,96768
401455,1159 Piihana Rd,Wailuku,650000,45359,56,822,SLD,650000,28314,SF,45415,755000,96793
402933,390 auhana Rd,Kihei,760000,45491,55,864,ACT,755000,17171,SF,,,96753
398622,3305 Laulima Ln,Pukalani,789000,45030,159,960,SLD,779000,43508,SF,45189,755000,96768
399517,373 Uluanui Rd,Kaunakakai,750000,45142,83,2092,SLD,750000,87120,SF,45225,755000,96748
399327,80 Kaniela St,Wailuku,849000,45114,73,972,SLD,799000,4535,SF,45187,760000,96793
400447,941 OLIOLI St,Makawao,739000,45252,98,2129,SLD,739350,6251,SF,45350,760725,96768
400057,10 Poko Way,Haiku,765000,45220,66,640,SLD,765000,87120,SF,45286,765000,96708
402314,54 Keanuhea St,Kula,799000,45436,110,1260,PNDS,769000,22216,SF,,,96790
401427,390 Auhana Rd,Kihei,875000,45357,189,600,ACT,769000,17171,SF,,,96753
400705,296 Makanui Rd,Kaunakakai,775000,45289,112,1120,SLD,775000,87991,SF,45401,770000,96748
398900,18 Awawa Rd,Maunaloa,900000,45063,405,2269,SLD,855000,230694,SF,45468,775000,96770
402453,1110 puana St,Makawao,776000,45444,102,720,PNDNS,776000,7183,SF,,,96768-0000
400788,2730 Kamehameha V Hwy,Kaunakakai,799000,45297,249,1188,ACT,784000,6016,SF,,,96748
400802,575 Linekona Pl,Wailuku,999000,45299,247,3270,PNDS,785000,10001,SF,,,96793
400571,1144 Nakui St,Makawao,835000,45275,67,720,SLD,835000,7013,SF,45342,785000,96768
402335,209 Muliwai Dr,Wailuku,899000,45439,107,1304,PNDNS,785000,7218,SF,,,96793-1676
402432,5155 Kipulu Pl,Lahaina,785000,45416,30,960,SLD,785000,3292,SF,45446,785000,96761
399623,194 Lower Waiehu Beach Rd,Wailuku,699900,45162,35,1872,SLD,699900,11522,SFD,45197,790650,96793
372211,58 Wahelani Rd,Kula,790000,42721,2497,1308,SLD,790000,87220,SF,45218,791966,96790
400110,326 Haulani St,Makawao,795000,45181,45,1664,SLD,795000,21802,SF,45226,795000,96768
396741,760 Nahiku Rd,Hana,999000,44790,400,1014,SLD,799000,156816,SF,45190,799000,96713
402876,5170 M HANAWAI St,Lahaina,799000,45485,54,960,SLD,799000,3014,SF,45539,799000,96761
403359,57 Kupee Pl,Makawao,799000,45538,8,1202,PNDS,799000,14349,SF,,,96768-8519
402324,8085 HANA Hwy,Haiku,995000,45437,109,880,ACT,799000,19602,SF,,,96708
399421,720 Mopua St,Haiku,720000,45130,59,943,SLD,720000,6647,SF,45189,800000,96708
399636,983 Kapuhau Pl,Kihei,829000,45166,84,1073,SLD,829000,10411,SF,45250,800000,96753
401022,70 Moani Pl,Wailuku,849000,45321,80,1068,SLD,799999,4426,SF,45401,805000,96793-0000
401152,611 S Kamehameha Ave,Kahului,806000,45332,88,1596,PNDS,806000,7793,SF,,,96732
396996,321 W Kuiaha Rd,Haiku,849000,44822,417,724,SLD,819000,5998,SF,45239,809000,96708
399702,916 Upalu St,Wailuku,875000,45175,91,1088,SLD,799999,7126,SF,45266,810000,96793
402671,931 Ehoeho St,Makawao,899000,45467,67,1080,SLD,899000,6717,SF,45534,810000,96768
402259,317 High St,Wailuku,875000,45432,95,1254,SLD,875000,3807,SF,45527,815000,96793
400147,850 Kekoa Pl,Wailuku,879000,45231,183,2075,SLD,799000,6477,SF,45414,817000,96793
402567,1525 Pakali Pl,Lanai City,865000,45456,90,1144,ACT,822000,5998,SF,,,96763-1525
399923,2042 KAHEKILI Hwy,Wailuku,799000,45202,178,1313,SLD,850000,7475,SF,45380,822000,96793-9205
400006,519 Hilinai St,Wailuku,824999,45212,77,1781,SLD,824999,6747,SF,45289,825000,96793
399552,2040 Kanakanui Rd,Kihei,950000,45149,41,1325,SLD,950000,11256,SF,45190,825000,96753
399357,206 Kono Pl,Kahului,875000,45119,85,925,SLD,875000,9653,SHO,45204,825000,96732
402284,677 LINEKONA Pl,Wailuku,825000,45398,36,942,SLD,825000,6839,SF,45434,825000,96793
401037,721 Polipoli Rd,Kula,929900,45321,55,1584,SLD,929900,14510,SF,45376,827400,96790
399845,680 Molokai Akau St,Kahului,899000,45034,157,1008,SLD,899000,7822,SHO,45191,835000,96732
402401,534 Fraser Ave,Lanai City,835000,45443,103,1008,PNDS,835000,7501,SF,,,96763
401398,25 Hoihoi Pl,Kula,878000,45317,38,864,SLD,878000,21784,SF,45355,835375,96790-8900
400614,280 Moike Pl,Kahului,850000,45280,47,951,SLD,850000,8111,SF,45327,840000,96732
399732,1524 Lower Kimo Dr,Kula,850000,45178,65,624,SLD,850000,10341,SFD,45243,840000,96790
402363,100 E Kuiaha Rd,Haiku,895000,45439,79,768,SLD,875000,20708,SF,45518,845000,96708
400469,52 Leipapa Pl,Kahului,849000,45266,44,1224,SLD,849000,7218,SF,45310,849000,96732
400440,592 Onehee Ave,Kahului,744120,45264,92,1600,SLD,744120,7436,SF,45356,850000,96732
399929,916 Maile St,Makawao,916000,45203,170,1086,SLD,899000,7122,SF,45373,850000,96768-9732
397111,43 Pua Ina Pl,Makawao,950000,44844,702,1237,PNDS,850000,5245,SF,,,96768
399842,828 Makaala Dr,Wailuku,875000,45189,93,1320,SLD,875000,4513,SF,45282,850000,96793
401342,27 Maha Rd,Makawao,850000,45350,62,864,SLD,850000,95309,SF,45412,850000,96768
401364,156 Tam Yau Pl,Pukalani,850000,45352,75,730,SLD,850000,11400,SF,45427,850000,96768
402154,926 Makani Rd,Makawao,850000,45424,25,720,SLD,850000,16348,SFD,45449,850000,96768
402575,11 Molehulehu Loop,Kahului,850000,45453,0,1839,SLD,850000,5001,SF,45453,850000,96732
399941,257 W Papa Ave,Kahului,1100000,45204,54,1845,SLD,1100000,7505,SF,45258,850000,96732
399598,168 KU DRIVE Dr,Wailuku,925000,45159,109,1346,SLD,925000,9757,SF,45268,850000,96793
399967,951 Kuhio Pl,Wailuku,799000,45208,49,1168,SLD,799000,4443,SF,45257,855000,96793
402565,31 Maha Rd,Makawao,865000,45456,90,864,ACT,855000,95309,SF,,,96768
399500,120 Eleu Pl,Kihei,849000,45140,51,1224,SLD,849000,8400,SFD,45191,855000,96753
400127,742 Kekona Pl,Makawao,899000,45229,115,1030,SLD,875000,7031,SF,45344,855000,96768
399968,870 HOPOE St,Lahaina,1001965,45209,113,1836,SLD,912200,7653,SF,45322,855750,96761
401340,28 Poniu Cir,Wailuku,895000,45350,58,1185,SLD,895000,4400,SF,45408,865000,96793
399954,686 Onipaa Pl,Makawao,895000,45207,103,936,SLD,849000,6059,SF,45310,868000,96768
402313,4206 Hana Hwy,Hana,870000,45390,46,901,SLD,870000,16718,SF,45436,870000,96713
403369,651 Linekona Pl,Wailuku,875000,45539,7,860,PNDS,875000,6839,SF,,,96793
402492,2180 Kamehameha V Hwy,Kaunakakai,898888,45449,97,1104,ACT,875000,10663,SF,,,96748
402347,312 Mahana Pl,Lanai City,875000,45440,106,1313,PNDS,875000,5650,SF,,,96763
400467,740 Makawao Ave,Makawao,850000,45267,64,1544,SLD,850000,6617,SF,45331,875000,96732
403421,2350 Main St,Wailuku,879000,45544,2,1876,ACT,879000,908,SF,,,96793
402514,25 Aoiki St,Makawao,850000,45451,19,1132,SLD,850000,8873,SF,45470,880000,96768
399864,327 Ehunani Cir,Lanai City,895000,45194,71,2044,SLD,895000,6791,SHO,45265,880000,96763-1308
402018,3300 Pohakuloa Rd,Maunaloa,884000,45413,83,1668,SLD,884000,2637122,SF,45496,884000,96770
403374,225 S Papa Ave,Kahului,885000,45539,7,1076,ACT,885000,7675,SHO,,,96732
399830,23 Meheu Cir,Kahului,895000,45189,27,1298,SLD,895000,3402,SF,45216,887500,96732
402745,325 Thirteenth St,Lanai City,900000,45473,73,1092,ACT,888000,5915,SF,,,96763-0325
398547,412 Nahiku Rd,Hana,999000,45018,528,600,ACT,888000,92870,SF,,,96713-9999
402021,4885 HANA Hwy,Hana,899000,45413,133,1296,ACT,889000,10977,SF,,,96713
402716,5185F Kupele Pl,Lahaina,890000,45398,72,864,SLD,890000,3077,SF,45470,890000,96761
400099,35 Aewa Pl,Makawao,899000,45226,105,1104,SLD,899000,10167,SF,45331,893000,96768
401362,624 Alihilani St,Wailuku,795000,45352,60,1248,SLD,795000,7396,SF,45412,893000,96793
402974,480 Kenolio Rd,Kihei,965000,45447,99,1124,ACT,895000,292288,SF,,,96753
402992,223 C MOMI Pl,Wailuku,899000,45498,48,1080,ACT,895000,3877,SF,,,96793
399235,2884 Iwalani St,Pukalani,1299000,45104,171,1240,SLD,980500,7518,SF,45275,895000,96768
399783,2889 W Lelehuna Pl,Haiku,875000,45184,53,960,SLD,875000,8102,SF,45237,895000,96708
401736,103 ELEU Pl,Kihei,689000,45387,62,1927,SLD,689000,8607,SF,45449,897750,96753
403094,50 Kulalani Dr,Kula,899000,45509,37,720,ACT,899000,35175,SF,,,96790
399106,63 Nakoa Dr,Wailuku,950000,45088,94,1848,SLD,950000,9749,SF,45182,899000,96793
399728,143 Keala Pl,Kihei,899000,45177,54,720,SLD,899000,7514,SF,45231,899000,96753
402199,2895 Hana Hwy,Haiku,925000,45427,76,700,SLD,925000,25134,SF,45503,900000,96708
403141,1942 North St,Wailuku,900000,45513,0,1132,SLD,900000,3415,SF,45513,900000,96793
402554,62 Ainaola St,Wailuku,900000,45455,50,732,SLD,900000,5354,SF,45506,900000,96793
400685,496 LihoLiho St,Wailuku,900000,45288,55,1127,SLD,900000,10459,SF,45343,900000,96793
400880,236 Kaualani Dr,Pukalani,950000,45306,39,1274,SLD,950000,7505,SF,45345,900000,96768
400045,194 Ohukai Rd,Kihei,899000,45219,139,1220,SLD,899000,7601,SF,45358,900000,96753
397923,198 Namauu Pl,Kihei,909000,44946,377,1435,SLD,909000,10398,SFD,45323,900000,96753
399592,256 Haulani St,Makawao,1200000,45158,162,1134,SLD,935000,22812,SF,45320,900000,96768-8606
400114,31 Nokekula Loop,Wailuku,940000,45229,64,1452,SLD,895000,4948,SF,45293,900000,96793
401480,140 Hoomoku St,Kahului,900000,45363,49,1280,SLD,900000,3598,SF,45412,900000,96732
401486,341 Alani Pl,Wailuku,799900,45363,55,1918,SLD,799900,6364,SF,45418,900000,96793
401115,520 Kahua Pl,Paia,780000,45329,58,892,SLD,780000,7000,SF,45387,902000,96779
400555,1578 S Ohohia Pl,Lanai City,895000,45275,63,1144,SLD,895000,6042,SF,45338,905000,96763-1578
400280,2868 Old Haleakala Hwy,Pukalani,899000,45247,52,1486,SLD,899000,11221,SF,45299,905000,96768
400242,29 Waikalani Pl,Kihei,1100000,45244,94,2590,SLD,1100000,8215,SF,45338,910000,96753
401643,899 Kokomo Rd,Haiku,899000,45378,37,1080,SLD,899000,5998,SF,45415,910000,96708
401814,234 Alalani St,Pukalani,899500,45394,112,696,SLD,899500,21941,SF,45506,912500,96768
401848,250 Hiwalani Loop,Pukalani,950000,45397,149,960,PNDS,915000,7505,SF,,,96768
399270,136 Aliilani St,Kihei,1099000,45107,112,2202,SLD,1099000,6111,SF,45219,918500,96753
399150,22 AKONI Pl,Paia,999000,45094,136,792,SLD,999000,3001,SF,45230,920000,96779
401256,24 Olali St,Lahaina,920000,45343,100,1992,SLD,920000,7649,SF,45443,920000,96761
403082,300 Kaula Rd,Maunaloa,925000,45508,38,1590,PNDNS,925000,239144,SF,,,96779
401697,680 Onioni Dr,Kaunakakai,950000,45341,80,2772,SLD,950000,88427,SF,45421,925000,96748
399024,2970 Kailiili Rd,Haiku,1125000,45078,288,821,SLD,1025000,22477,SFD,45366,925000,96708
401922,5200 Kupele Pl,Lahaina,995000,45405,101,960,SLD,950000,958,SF,45506,925000,96761
400292,1578 S Kihei Rd,Kihei,925000,45249,54,2588,SLD,925000,9422,SF,45303,928000,96753-8047
402304,465 Kekoanui Pl,Haiku,900000,45436,39,1160,SLD,900000,10890,SF,45475,930000,96708
401001,85 HONOKAUPU Pl,Haiku,1100000,45320,151,1397,SLD,990000,14680,SF,45471,935000,96708
399331,313 Hale Kai St,Kihei,895000,45115,72,1393,SLD,895000,7109,SF,45187,940000,96753
399551,234 Halenani Dr,Wailuku,968888,45149,171,1644,SLD,945000,5868,SF,45320,945000,96793
400608,443 Makawao Ave,Makawao,1040000,45279,35,1031,SLD,1040000,43560,SF,45314,945000,96768
401034,160 Poniu Cir,Wailuku,940000,45322,54,1521,SLD,940000,3581,SF,45376,945000,96793
399538,401 S Kamehameha Ave,Kahului,995000,45146,50,803,SLD,995000,11269,SFD,45196,947500,96732
402877,208 N Market St,Wailuku,949000,45485,61,2288,PNDS,949000,6621,SF,,,96793
399217,1706 Haiku Rd,Haiku,975000,45101,117,908,SLD,949000,12001,SF,45218,949000,96708-5615
399768,28 Alaiki Pl,Makawao,1199000,45183,75,1744,SLD,1199000,20591,SF,45258,950000,96768
403092,147 S Papa Ave,Kahului,950000,45508,38,1384,PNDS,950000,8625,SF,,,96732
399161,305 Iini Way,Makawao,1099000,45096,102,2108,SLD,999000,5401,SF,45198,950000,96768
399435,705 Huali Way,Kahului,998500,45130,382,1358,SLD,998500,9753,SHO,45512,950000,96732
402972,593 Kaimana St,Kahului,950000,45327,169,1600,SLD,950000,7510,SFD,45496,950000,96732
400457,132 Mahola St,Makawao,899000,45266,36,1223,SLD,899000,7083,SF,45302,950000,96768
402246,19 Poniu Cir,Wailuku,929000,45430,26,1185,SLD,929000,4069,SF,45456,951000,96793
400734,586 Akolea St,Wailuku,955000,45293,59,1185,SLD,955000,3960,SF,45352,955000,96793
402170,216 Waipahe Pl,Kihei,849900,45425,46,1748,SLD,849900,7501,SF,45471,955000,96753
400106,24 Kaikai St,Wailuku,895000,45226,31,1364,SLD,895000,4992,SF,45257,955000,96793
399405,202 Alake St,Kahului,984900,45127,62,1324,SLD,984900,3764,SF,45189,955353,96732
400119,384 Kapanui Pl,Wailuku,965000,45229,81,1580,SLD,965000,8015,SHO,45310,960000,96793
400785,314 Palama Dr,Kahului,964000,45297,65,1655,SLD,964000,7802,SF,45362,964000,96732
402507,281 Mikohu Loop,Kahului,940000,45450,48,936,SLD,940000,8011,SF,45498,964000,96732
402810,61 Pua Ina Pl,Makawao,998000,45481,42,1237,SLD,998000,5009,SF,45523,965000,96768
401603,755 Pala Cir,Kahului,965000,45373,42,1380,SLD,965000,12018,SF,45415,965000,96732
400037,129 Poniu Cir,Wailuku,950000,45218,29,1185,SLD,950000,6386,SF,45247,973000,96793
399766,116 Aliilani Pl,Kihei,1100000,45181,78,1792,SLD,1100000,6111,SF,45259,975000,96753
399516,24 Nihi Pl,Paia,1268000,45142,94,1464,SLD,1268000,6151,SF,45236,975000,96779
402607,1787 Wili Pa Loop,Wailuku,1440000,45453,93,1611,ACT,975000,18648,SF,,,96793
402615,850 Makaala Dr,Wailuku,999995,45460,86,1032,ACT,975000,3855,SF,,,96793
401684,512 Pohaku St,Kahului,975000,45382,19,851,SLD,975000,7501,SF,45401,975000,96732
402450,592 Haawina St,Paia,975000,45413,30,1325,SLD,975000,6462,SF,45443,975000,96779
403302,244 Hoalike St,Kihei,975000,45530,16,984,ACT,975000,7109,SF,,,96753
402050,726 Onehee Ave,Kahului,975000,45415,63,1025,SLD,975000,9540,SF,45478,975000,96732
399787,2556 Alohia Pl,Haiku,1199000,45184,140,885,SLD,999999,26310,SF,45324,975000,96708
400258,305 Pulihi St,Kahului,995000,45245,65,1331,SLD,995000,3424,SF,45310,980000,96732
401765,451 Lauone Pl,Wailuku,890000,45388,90,1030,SLD,890000,9121,SF,45478,980000,96793
403279,174 W Kauai St,Kahului,980000,45528,18,1060,PNDS,980000,9614,SF,,,96732-9999
400506,23 Waiolani Pl,Wailuku,916000,45271,56,1302,SLD,916000,5998,SF,45327,985000,96793
399718,611 Kuu Home Pl,Kihei,998000,45177,126,1172,SLD,989900,7288,SF,45303,988000,96753
403388,226 Alake St,Kahului,988888,45540,6,1298,ACT,988888,3572,SF,,,96732
399495,219 S Papa Ave,Kahului,989000,45139,63,1063,SLD,989000,9574,SF,45202,989000,96732
401930,1718 Lehua Pl,Wailuku,990000,45332,73,792,SLD,990000,6190,SFD,45405,990000,96793
400097,2970 Kailiili Rd,Haiku,1025000,45226,96,1984,SLD,1025000,31320,SF,45322,990000,96708
400889,138 Omaikai Pl,Lahaina,988000,45306,49,1063,SLD,988000,3088,SF,45355,990000,96761
399937,56 Polani St,Kahului,990000,45204,71,1050,SLD,990000,8333,SF,45275,990000,96732
400125,85 Nokekula Loop,Wailuku,895000,45230,34,1473,SLD,895000,5240,SF,45264,990000,96793
400481,2208 Haukai Pl,Kihei,998000,45268,118,630,SLD,998000,11678,SFD,45386,992000,96753
399713,2877 W LELEHUNA Pl,Haiku,1164900,45176,97,1212,SLD,1089000,8102,SF,45273,995000,96708
402613,3500 Kalua Koi Rd,Maunaloa,995000,45402,144,1726,ACT,995000,233046,SF,,,96748
402353,45 Kalihi Pl,Kula,1195000,45439,107,960,ACT,995000,6260,SF,,,96790
401518,52 E Waiko Rd,Wailuku,925000,45366,53,1176,SLD,925000,6098,SF,45419,995000,96793
403040,1203 Lanai Ave,Lanai City,1150000,45503,43,1104,ACT,995000,6625,SFD,,,96763
402850,2901 Hana Hwy,Hana,995000,45484,62,1600,ACT,995000,96268,SF,,,96713
402883,193 N CHURCH St,Wailuku,990000,45488,58,1165,ACT,995000,3745,SHO,,,96793
402866,441 Uluanui Rd,Kaunakakai,1100000,45485,61,2764,ACT,996500,92086,SFD,,,96748
402420,75 Ainakula Rd,Kula,998700,45442,61,768,SLD,998700,85974,SF,45503,998700,96790
403185,650 Kaulu Pl,Kahului,999000,45518,28,1488,PNDS,999000,6151,SF,,,96732
403371,263 KOLOHALA Dr,Kula,999000,45539,7,690,PNDS,999000,21867,SF,,,96790
402341,3571 Pahala St,Makawao,898000,45439,65,960,SLD,898000,6983,SF,45504,999999,96768
402081,284 Alalani St,Makawao,899000,45419,78,720,SLD,899000,21802,SF,45497,1000000,96768
401712,511 Kaulana St,Kahului,1050000,45384,99,1281,SLD,1050000,7993,SF,45483,1000000,96732
402248,71 Lower Waiehu Beach Rd,Wailuku,995000,45430,45,1000,SLD,995000,6050,SF,45475,1000000,96793-9718
400777,348 Alahee Dr,Wailuku,979900,45296,35,1848,SLD,979900,6277,SF,45331,1000000,96793
400985,32 Kupalaiki Loop,Kihei,1150000,45317,140,1422,SLD,1050000,7065,SF,45457,1000000,96753
399791,101 Ulana St,Makawao,999000,45184,83,1012,SLD,999000,22041,SF,45267,1000000,96768
401983,232 Kaiwahine St,Kihei,1199000,45411,94,1255,SLD,1100000,7680,SF,45505,1015000,96753
402102,11 Ka Lei Pl,Makawao,1020000,45353,66,1025,SLD,1020000,7771,SF,45419,1020000,96768
401828,3225 Kahekili Hwy,Wailuku,925000,45396,72,780,SLD,925000,37592,SF,45468,1025000,96793
400537,49 Meheu Cir,Kahului,1025000,45273,51,1331,SLD,1025000,3402,SF,45324,1025000,96732
400680,817 Mahealani Pl,Kihei,989000,45287,50,1336,SLD,989000,6695,SF,45337,1030000,96753
401787,274 Makaiki Rd,Kaunakakai,1250000,45392,99,1924,SLD,1099000,87991,SF,45491,1030000,96748
401550,1151 Nakui St,Makawao,949900,45369,73,1716,SLD,949900,6129,SF,45442,1030000,96768
399792,755 Analio St,Wailuku,999000,45184,62,1008,SLD,999000,7096,SHO,45246,1030000,96793
402769,351 Uluna St,Kahului,1099000,45475,71,1298,ACT,1049000,3781,SF,,,96732
401964,1130 Nakuluai St,Wailuku,1100000,45406,140,1776,PNDNS,1049000,4713,SF,,,96793
400825,127 Tam Yau Pl,Makawao,1200000,45301,78,1674,SLD,1150000,10080,SF,45379,1050000,96768
400295,278 Makanui Rd,Kaunakakai,1100000,45249,120,2928,SLD,1100000,87991,SF,45369,1050000,96748
401248,20 Ahina Pl,Makawao,1100000,45342,48,780,SLD,1100000,8050,SFD,45390,1050000,96768
400940,404 PUNIAWA Rd,Haiku,1199999,45313,121,1551,SLD,1050000,58065,SF,45434,1050000,96708
403413,1073 Makalii St,Kahului,1050000,45543,3,1928,ACT,1050000,7501,SF,,,96732
403219,70 Noolu St,Kihei,1050000,45523,23,982,ACT,1050000,4025,SF,,,96753
399396,29 Polale St,Kihei,1225000,45125,111,1478,SLD,1150000,4112,SF,45236,1050000,96753
399763,623 S Oahu St,Kahului,1050000,45180,80,2236,SLD,1050000,9797,SF,45260,1050000,96732
403078,129 IAO Loop,Wailuku,1055000,45507,39,1269,ACT,1055000,7431,SF,,,96793
401298,21 Henohea Pl,Kahului,998000,45346,37,1473,SLD,998000,3489,SF,45383,1055000,96732
402611,1091 Puana St,Makawao,998000,45460,51,820,SLD,998000,8076,SFD,45511,1055000,96768
402603,234 Molehulehu St,Kahului,1200000,45460,66,1832,SLD,1050000,5606,SF,45526,1060000,96732
401428,217 Kono Pl,Kahului,1050000,45357,16,856,SLD,1050000,10955,SHO,45373,1060000,96732
402778,1891 Koae Pl,Wailuku,1050000,45476,62,1200,SLD,1050000,7000,SF,45538,1070000,96793
399531,46 Noolu St,Kihei,1150000,45145,91,1256,SLD,1099000,4369,SF,45236,1070000,96753
400840,324 MANINI Pl,Kihei,1059000,45303,61,1348,SLD,1059000,9431,SF,45364,1071000,96753
400084,86 Maiha St,Lahaina,1234999,45224,107,1104,SLD,1200000,5998,SF,45331,1075000,96761
399876,36 W Papa Ave,Kahului,1199000,45112,84,1296,SLD,1199000,9932,SF,45196,1075000,96732
402735,72 Kawailani Cir,Kihei,1175000,45472,74,1478,ACT,1075000,4813,SF,,,96753
402595,1966 Liko Pl,Wailuku,1100000,45457,89,1023,ACT,1075000,5327,SFD,,,96793
401202,53 Poniu Cir,Wailuku,1075000,45337,28,1521,SLD,1075000,4840,SF,45365,1077000,96793
401666,1743 Mill St,Wailuku,1199000,45379,67,1318,SLD,1150000,9065,SFD,45446,1078000,96793
400986,155 Olina St,Kahului,1081000,45205,112,1385,SLD,1081000,8246,SF,45317,1081000,96732
400850,173 Na Mahoe St,Makawao,1085000,44567,736,1715,SLD,1085000,7514,SF,45303,1085000,96768
400249,171 Olina St,Kahului,1087000,45171,73,1385,SLD,1087000,7418,SF,45244,1093925,96732
399874,995 MAKANI Rd,Makawao,1100000,45195,148,2546,SLD,1100000,12110,SF,45343,1095000,96768
403402,179 Lower Waiehu Beach Rd,Wailuku,1095000,45541,5,1898,PNDNS,1095000,12724,SFD,,,96793
401449,356 Maka Hou Loop,Wailuku,1099000,45314,45,1403,SLD,1099000,8092,SF,45359,1099000,96793
402059,168 Tam Yau Pl,Pukalani,1195000,45417,129,1674,ACT,1099000,10093,SF,,,96768
399591,2452 Kamehameha V Hwy,Kaunakakai,1250000,45158,388,2040,ACT,1099999,12532,SF,,,96748
401219,32 Kinohi Loa St,Wailuku,1064000,45338,59,1288,SLD,1065000,6024,SF,45397,1100000,96793
402117,2811 Liholani St,Pukalani,1195000,45369,52,1734,SLD,1195000,191968,SF,45421,1100000,96768
403380,137 W Kane St,Kahului,1100000,45539,7,877,PNDNS,1100000,10498,SFD,,,96732
403399,769 Makaala Dr,Wailuku,1100000,45541,5,1840,ACT,1100000,7575,SF,,,96753
403301,754 Makiki St,Wailuku,1100000,45531,15,1372,ACT,1100000,6486,SF,,,96793
403148,1911 Keahikano Pl,Wailuku,1275000,45515,31,1550,ACT,1100000,6856,SF,,,96793
403194,109 Ihea Pl,Makawao,1100000,45519,27,1485,PNDS,1100000,8751,SFD,,,96768
401570,268 Maka Hou Loop,Wailuku,1149000,45370,59,1581,SLD,1149000,5545,SF,45429,1100000,96793
400108,800 Kea St,Kahului,1100000,45226,88,1544,SLD,1100000,10014,SFD,45314,1100000,96732
399300,1042 Ehu Rd,Makawao,1395000,45112,254,1000,SLD,1195000,113696,SF,45366,1100000,96768
401380,2835 Kaupakalua Rd,Haiku,1050000,45353,34,1024,SLD,1050000,16988,SF,45387,1100000,96708
396978,3035 Kalua Koi Rd,Maunaloa,1500000,44824,528,5312,SLD,1500000,930137,SF,45352,1100000,96770
402422,138 Kamahao Cir,Wailuku,1325000,45445,82,1662,SLD,1190000,4948,SF,45527,1100000,96793
402770,27 Alania Pl,Kihei,975000,45475,34,973,SLD,975000,7527,SF,45509,1100000,96753
401834,4310 Ulumalu Pl,Haiku,1050000,45397,77,960,SLD,1050000,87164,SF,45474,1100000,96708
400356,47 S Laelua Pl,Paia,1100000,45078,176,1004,SLD,1100000,6098,SF,45254,1100000,96779
400778,620 Akolea St,Wailuku,1020000,45296,49,1600,SLD,1020000,4674,SF,45345,1105500,96793
402395,2830 W LELEHUNA Pl,Haiku,1095000,45442,32,960,SLD,1095000,7954,SF,45474,1115000,96708
402501,153 E Kanamele Loop,Wailuku,1199000,45450,82,1452,SLD,1199000,5040,SF,45532,1115000,96793
399402,649 Komo Ohia St,Wailuku,1151000,45126,64,1416,SLD,1151000,5641,SF,45190,1125000,96793
402898,753 Paloma Dr,Wailuku,1125000,45401,87,2477,SLD,1125000,6825,SF,45488,1125000,96793
399828,1875 Lower Kula Rd,Kula,1250000,45189,148,1261,SLD,1250000,18496,SF,45337,1125000,96790
399645,155 Maia Rd,Hana,1200000,45166,234,3972,SLD,1200000,255697,SF,45400,1125000,96713
401965,220 Kekaulike Ave,Kula,1125000,45376,32,1544,SLD,1125000,179729,SF,45408,1125000,96790
399615,32 Kuuhale Pl,Kahului,1099900,45162,85,1814,SLD,1150000,5645,SF,45247,1125000,96732
400798,911 Lekeona Loop,Wailuku,1130000,45299,58,1200,SLD,1130000,8233,SF,45357,1130000,96793
399799,220 Nehu Pl,Kihei,1249000,45185,132,2193,SLD,1179000,9226,SF,45317,1130000,96753
