MLS_Num,Address,City,Original_Price,List_Date,Days_On_Market,Living_SQFT,Status,List_Price,Land_SQFT,Type,Closing_Date,Sold_Price,Zip
398107,194 E Panana Pl,Kihei,3695000,44966,278,3025,SLD,2999000,8189,SF,45244,2400000,96753
399415,3138 N Noho Loihi Way,Kihei,2695000,45127,144,2996,SLD,2598000,10350,SF,45271,2400000,96753
401758,2760 Puu Hoolai St,Kihei,2499000,45389,157,2279,ACT,2499000,8751,SF,,,96753
401952,4074 & 4078 Lower Kula Rd,Kula,2500000,45407,139,1569,ACT,2500000,53230,SFD,,,96790
399907,2776 Kauhale St,Kihei,2550000,45199,123,4158,SLD,2550000,8067,SHO,45322,2500000,96753
401125,8 Lily Pl,Lahaina,2850000,45329,190,3026,SLD,2649000,6504,SF,45519,2580000,96761
403166,18 Pihaa St,Lahaina,2595000,45516,30,2716,PNDS,2595000,10001,SF,,,96761
403207,211 Kahana Ridge Dr,Lahaina,2599000,45521,25,2240,ACT,2599000,7200,SF,,,96761
399686,43 N Piki Pl,Lahaina,2750000,45172,218,3261,SLD,2750000,10302,SF,45390,2600000,96761
401242,80 S Piki Pl,Lahaina,3000000,45341,199,4301,SLD,2895000,10023,SF,45540,2600000,96761
399759,45 Kapii Pl,Haiku,2650000,45182,49,4348,SLD,2650000,105415,SF,45231,2600000,96708
399381,324 Pualoa Nani Pl,Kihei,2650000,45122,67,2686,SLD,2650000,11221,SF,45189,2650000,96753
399282,2656 MOOLIO Pl,Kihei,2900000,45110,142,3125,SLD,2850000,10799,SF,45252,2650000,96753
400733,315 Mauli St,Lahaina,2690000,45293,24,3032,SLD,2690000,10036,SF,45317,2700000,96761
400806,2390 Baldwin Ave,Makawao,2995000,45300,85,1000,SLD,2995000,229387,SF,45385,2700000,96768
400010,3105 N Noho Loihi Way,Kihei,2825000,45215,137,2433,SLD,2825000,11979,SF,45352,2700000,96753
398783,1714 Waianukole St,Lahaina,3499000,45049,211,1000,SLD,3499000,585795,SF,45260,2700000,96761
402381,33 N Piki Pl,Lahaina,2750000,45384,57,2916,SLD,2750000,10276,SF,45441,2750000,96761
399132,131 Ponana St,Kihei,3097000,45093,115,2564,SLD,2997000,7514,SF,45208,2758600,96753
402465,176 & 178 River Rd,Wailuku,2799000,45447,99,2628,ACT,2799000,22229,SF,,,96793-9206
400313,390 Pualoa Nani Pl,Kihei,2950000,45250,200,2812,SLD,2950000,11191,SF,45450,2815000,96753
400910,3160 S Noho Loihi Way,Kihei,3125000,45309,56,2633,SLD,3125000,11321,SF,45365,2925000,96753
402153,321 Pualoa Nani Pl,Kihei,3299000,45424,122,2804,PNDS,2950000,10772,SF,,,96753
399770,180 Kalaihi Pl,Lahaina,3750000,45183,154,4799,SLD,2999000,17864,SF,45337,2950000,96761
402777,500 Kai Huki Cir,Haiku,3490000,45476,70,1000,ACT,2995000,1125111,SF,,,96708
399466,5 Pua Niu Way,Lahaina,3495000,45135,273,1501,SLD,2995000,1167582,SF,45408,2995000,96761
400812,133 Kaula Ili Way,Maunaloa,3200000,45300,246,2626,ACT,2999999,230258,SFD,,,96770
399938,202 Paia Pohaku Pl,Lahaina,3000000,45203,51,1035,SLD,3000000,103324,SF,45254,3000000,96761
400980,206 Wailau Pl,Lahaina,3300000,45317,229,1486,ACT,3150000,155701,SF,,,96761
397522,2365 Waipua St,Paia,4200000,44897,453,4004,SLD,3250000,10481,SF,45350,3175000,96779
402110,1001 Kupulau Dr,Kihei,3880000,45421,125,3062,ACT,3195000,34543,SF,,,96753
401494,1780 Kauhikoa Rd,Haiku,3450000,45363,183,3540,ACT,3195000,90605,SF,,,96708
398353,569 Hapapa Rd,Kula,3497000,44978,239,2996,SLD,3497000,338548,SF,45217,3200000,96790
402904,318 aalii Way,Lahaina,3495000,45489,57,3031,ACT,3250000,10084,SF,,,96761
401316,89 Hoolapa St,Kihei,3250000,45348,30,2305,SLD,3250000,8886,SF,45378,3250000,96753
402857,5791 Lower Kula Rd,Kula,3295000,45484,62,4740,ACT,3295000,44649,SHO,,,96790
401066,614 Anapuni Loop,Lahaina,3650000,45324,222,2494,ACT,3299000,11230,SF,,,96761
401564,75 E Huapala Pl,Lahaina,3999000,45370,147,3052,SLD,3495000,89342,SF,45517,3300000,96761
400182,200 Wahi Oli Way,Lahaina,3495000,45237,309,2499,ACT,3395000,719951,SF,,,96761
400135,173 Haniu St,Lahaina,3450000,45231,50,1006,SLD,3450000,136561,SFD,45281,3425000,96761
399762,132 Hohani Pl,Haiku,3550000,45181,126,2180,SLD,3550000,91040,SFD,45307,3450000,96708
400075,280 Wekiu Pl,Lahaina,3999000,45222,324,3323,ACT,3499000,304920,SF,,,96761
403049,3911 Maalaea Bay Pl,Wailuku,3499000,45505,41,2318,ACT,3499000,6645,SF,,,96793
399837,1033 Kai Hele Ku Pl,Lahaina,4695000,45189,176,1521,SLD,3795000,95484,SF,45365,3500000,96761
400391,595 Kupulau Dr,Kihei,4500000,45260,286,3128,PNDS,3500000,23479,SFD,,,96753
400396,151 Pua Niu Way,Lahaina,3949000,45260,106,994,SLD,3550000,106069,SF,45366,3507500,96761
401837,3366 Kehala Dr,Kihei,3749500,45397,64,3535,SLD,3595000,21824,SFD,45461,3530000,96753
402582,336 S Kainoe St,Lahaina,3575000,45425,30,3786,SLD,3575000,10387,SF,45455,3575000,96761
402146,212 Hakui Pl,Lahaina,4000000,45423,102,4129,SLD,3799000,10010,SF,45525,3600000,96761-2210
403084,141 Hokai Pl,Kihei,3750000,45507,39,2673,PNDS,3625000,8320,SF,,,96753
398602,171 W Ikea Kai Pl,Kihei,4100000,45028,198,3117,SLD,3975000,10829,SF,45226,3725000,96753
402462,332 Pualoa Nani Pl,Kihei,3889000,45447,99,2488,ACT,3740000,10685,SF,,,96753
398426,65 N Holokai Rd,Haiku,3995000,45007,184,5091,SLD,3995000,88470,SF,45191,3750000,96708
400102,340 Pualoa Nani Pl,Kihei,4150000,45226,101,2213,SLD,3950000,12036,SF,45327,3765000,96753
399782,280 HUAHUA Pl,Kula,4400000,45181,175,3153,SLD,4100000,144184,SF,45356,3780000,96790
400725,91 Kumu Niu Pl,Lahaina,3790000,45292,254,1000,ACT,3790000,90997,SF,,,96761
403173,162 W Ikea Kai Pl,Kihei,3850000,45517,29,2843,ACT,3850000,11060,SF,,,96753
401671,31 Welina Pl,Makawao,3977785,45380,63,2217,SLD,3977785,90182,SFD,45443,3867775,96768-8247
401261,174 WELAU Way,Lahaina,3875000,45343,203,2771,ACT,3875000,10219,SF,,,96761
400042,317 Door of Faith Rd,Haiku,3900000,45218,328,3570,ACT,3900000,87120,SFD,,,96708
400896,4351 Wailina St,Kihei,4950000,45308,238,2739,ACT,3950000,11308,SF,,,96753
402834,39 Lahaole Pl,Wailuku,3950000,45482,64,4456,ACT,3950000,98271,SF,,,96793
402048,3051 Omaopio Rd,Kula,4750000,45415,131,4410,ACT,3950000,219107,SF,,,96790-8868
401795,766 KUPULAU Dr,Kihei,4299000,45392,154,2800,ACT,3950000,28575,SFD,,,96753
399190,181 Hokai Pl,Kihei,4600000,45098,117,4004,SLD,4600000,21832,SF,45215,4000000,96753
401591,47 Wailau Pl,Lahaina,4000000,45372,174,2606,ACT,4000000,134992,SF,,,96761
400938,173 Heleuma Pl,Kihei,5200000,45313,193,3562,SLD,4600000,10315,SF,45506,4075000,96753
399366,23 Kahuakai Pl,Lahaina,4199000,45120,426,3145,ACT,4199000,18304,SFD,,,96761
399733,392 Wekiu Pl,Lahaina,4200000,45177,35,3420,SLD,4200000,11513,SF,45212,4200000,96761-2914
401126,15 E Huapala St,Lahaina,4200000,45328,218,2823,ACT,4200000,87120,SF,,,96761
401323,187 Heleuma Pl,Kihei,4900000,45349,197,2986,ACT,4200000,10045,SF,,,96753
400726,Haniu St,Lahaina,3790000,45292,212,1000,SLD,4240000,1151509,SF,45504,4272880,96761
399199,73 Pua Niu Way,Lahaina,4200000,45100,159,2940,SLD,4200000,130332,SF,45259,4300000,96761
398832,210 Heleuma Pl,Kihei,5300000,45056,274,3356,SLD,4950000,11443,SF,45330,4350000,96753
396137,100 Wailea Ike Dr,Kihei,4445000,44688,238,3377,PNDNS,4445000,15333,SF,,,96753
401800,627 Anapuni Loop,Lahaina,4500000,45393,153,3258,ACT,4500000,12117,SF,,,96761
400601,51 Awaiku St,Lahaina,4850000,45278,268,3802,ACT,4600000,99273,SF,,,96761
400566,206 Kai Hele Ku St,Lahaina,4998000,45275,97,1654,SLD,4998000,2213981,SF,45372,4650000,96761
401241,33 E Mahi Pua Pl,Lahaina,4950000,45342,98,3963,SLD,4950000,19397,SF,45440,4660000,96761
396223,100 Wailea Ike Dr,Kihei,4595000,44677,249,3103,PNDNS,4695000,295337,SF,,,96753
400596,195 E Ikea Kai Pl,Kihei,4995000,45278,268,2851,ACT,4695000,8599,SF,,,96753
399865,207 HELEUMA PLACE Pl,Kihei,6500000,45194,163,4035,SLD,4999999,11543,SF,45357,4700000,96753
399948,445 KAI HELE KU St,Lahaina,4700000,45205,341,2523,ACT,4700000,103411,SF,,,96761
401465,744 Lanina Pl,Kihei,4750000,45362,184,2899,ACT,4750000,24437,SFD,,,96753
400594,238 Crestview Rd,Lahaina,5595000,45278,179,4121,SLD,4900000,20334,SF,45457,4750000,96761
398979,120 Mauna Pl,Kula,5500000,45072,474,4200,PNDS,4750000,101756,SFD,,,96790
400267,100 Wailea Ike Dr,Kihei,4795000,45245,301,3000,PNDS,4795000,295337,SF,,,96753
401578,1630 Olinda Rd,Makawao,4995000,45370,72,5035,SLD,4995000,90169,SFD,45442,4900000,96768
402741,35 HULIMOKU Pl,Maunaloa,4900000,45473,73,5257,ACT,4900000,249599,SFD,,,96770
403066,220 Paia Pohaku Pl,Lahaina,4950000,45506,40,3069,ACT,4950000,88165,SF,,,96761
402296,194 E Panana Pl,Kihei,5250000,45435,86,3025,ACT,4999000,8189,SF,,,96753
402475,3446 Omaopio Rd,Kula,5000000,45448,98,6464,ACT,5000000,192666,SFD,,,96798
397803,88 Keahilele Pl,Lahaina,6995000,44931,250,6179,SLD,5995000,27835,SF,45181,5000000,96761
399986,4342 W Waiola St,Kihei,5950000,45210,243,3857,SLD,5688000,15124,SF,45464,5000000,96753
400123,137 Manalo St,Kihei,5600000,45229,101,3136,SLD,5600000,12545,SF,45330,5000000,96753
401567,747 Kai Hele Ku St,Lahaina,5000000,45024,342,4007,SLD,5000000,104544,SFD,45366,5000000,96761
402757,185 Lolowaa Pl,Kihei,5134831,44378,1084,3376,SLD,5134831,12197,SF,45462,5134831,96753
397151,21 Kaulua Pl,Paia,8750000,44849,521,3026,SLD,5750000,17289,SF,45370,5300000,96779
398416,250 Aina Mahiai St,Lahaina,5985000,45006,177,3489,SLD,5985000,222156,SF,45183,5350000,96761
400466,166 Apuwai St,Haiku,5490000,45267,130,6046,SLD,5490000,87730,SFD,45397,5400000,96708
401288,180 Halau Pl,Kihei,5495000,45345,201,3165,ACT,5495000,295337,SF,,,96753
400706,972 Kai Hele Ku St,Lahaina,6250000,45289,257,3184,ACT,5495000,87120,SF,,,96761
401958,250 Aina Mahiai St,Lahaina,6295000,45407,139,3489,PNDS,5499000,222156,SF,,,96761
401002,110 Woodrose Pl,Lahaina,5900000,45320,133,3038,SLD,5900000,9962,SF,45453,5513000,96761
399594,44 Loli'i Pl,Lahaina,5975000,45159,387,3670,ACT,5575000,20164,SF,,,96761
402489,227 Anapuni Loop,Lahaina,5700000,45449,97,3626,ACT,5700000,23265,SF,,,96761
398346,5157 Lower Honoapiilani Rd,Lahaina,7500000,44998,548,2348,ACT,5750000,16422,SFD,,,96761
401009,1569 Haliimaile Rd,Makawao,6200000,45320,165,3633,SLD,6200000,665858,SF,45485,5850000,96768
402099,5171 Lower Honoapiilani Rd,Lahaina,6500000,45419,127,2723,ACT,5850000,7579,SF,,,96761
402889,1008 Sunset Pl,Lahaina,5875000,45488,58,4574,ACT,5875000,9997,SF,,,96761
401098,306 Cook Pine Dr,Lahaina,5995000,45326,220,4150,ACT,5895000,10716,SF,,,96761
402645,5163 Lower Honoapiilani Rd,Lahaina,5950000,45464,82,2926,ACT,5950000,9060,SF,,,96761-4332
400949,100 Wailea Ike Dr,Kihei,5995000,45314,232,4323,ACT,5995000,295337,SF,,,96753
401385,837 Anapuni Loop,Lahaina,6200000,45354,192,3710,ACT,5999000,29943,SF,,,96761
397358,100 Hawane Loop,Lahaina,8200000,44878,379,4238,SLD,6950000,56628,SF,45257,6000000,96761
400990,216 Pahi Pl,Kihei,6950000,45317,109,3198,SLD,6249000,18940,SF,45426,6050000,96753
401471,182 Heleuma Pl,Kihei,6295000,45362,32,3880,SLD,6295000,9013,SF,45394,6295000,96753
398823,195 Heleuma Pl,Kihei,7495000,45055,345,3718,SLD,6995000,12301,SF,45400,6395000,96753
402378,70 Lewa Lani Pl,Lahaina,6400000,45441,105,4452,ACT,6400000,11800,SF,,,96761
398466,330 Cook Pine Dr,Lahaina,6495000,45012,172,4723,SLD,6495000,21471,SF,45184,6450000,96761
399266,955 Anapuni Pl,Lahaina,6500000,45107,439,4481,ACT,6500000,20613,SF,,,96761
401571,2175 Hana Hwy,Haiku,6500000,45352,18,3756,SLD,6500000,58850,SF,45370,6500000,96708
403161,4281 Wailina Pl,Kihei,6700000,45437,109,3817,ACT,6700000,12937,SF,,,96753
398964,40 Hale Pili Way,Haiku,8575000,45069,177,5239,SLD,7775000,87251,SHO,45246,6700000,96708
402636,353 Huahua Pl,Kula,6950000,45463,83,3543,ACT,6750000,154202,SFD,,,96790
402885,185 Kalaihi Pl,Lahaina,6800000,45488,58,4858,ACT,6800000,24198,SF,,,96761
400764,229 CRESTVIEW Rd,Lahaina,7795000,45295,209,4598,SLD,7495000,20748,SF,45504,6875000,96761
399408,81 Iliahi Way,Lahaina,8995000,45127,419,4670,ACT,6895000,1804691,SFD,,,96761
401630,804 Anapuni Loop,Lahaina,6950000,45376,170,4760,ACT,6950000,28928,SFD,,,96761
399712,3977 Wailea Ekolu Pl,Kihei,8559000,45176,118,4079,SLD,7559000,13756,SF,45294,6977950,96753
402983,1041 Kapukaulua Pl,Paia,6995000,45497,49,3341,ACT,6995000,29664,SF,,,96779
402954,200 Hokiokio Pl,Lahaina,7295000,45494,52,3854,ACT,7195000,251341,SF,,,96761
401734,187 KALUANUI Rd,Makawao,7450000,45331,56,7650,SLD,7450000,304920,SF,45387,7500000,96768-0000
401314,860 S. Kihei Rd,Kihei,8750000,45348,157,3801,SLD,8750000,18705,SFD,45505,7600000,96753
401281,999 Aina Mahiai St,Lahaina,8000000,45345,201,3893,ACT,7700000,245766,SF,,,96761
403059,300 Mahana Ridge St,Lahaina,7800000,45505,41,3156,ACT,7800000,56367,SF,,,96761
402369,29 Hale Malia Pl,Lahaina,7850000,45441,105,2397,ACT,7850000,13325,SF,,,96761
401418,8040 Kula Hwy,Kula,8988000,45356,190,6182,ACT,7988000,346912,SF,,,96790-7456
400727,91 Kumu Niu Pl,Lahaina,8090000,45292,254,4020,ACT,8090000,90997,SF,,,96761
400728,57 Wai Kulu Pl,Lahaina,8290000,45292,254,4557,ACT,8290000,88427,SF,,,96761
398423,725 Laulama Pl,Lahaina,8600000,45007,539,5113,PNDS,8600000,86684,SF,,,96761
401690,3885 Wailea Ekolu Pl,Kihei,8800000,45383,163,4588,ACT,8800000,11678,SF,,,96753
402707,29 Kolonahe Pl,Kula,8800000,45469,77,3766,ACT,8800000,90910,SF,,,96790
403240,500 Mahana Ridge St,Lahaina,8950000,45525,21,3759,ACT,8950000,111382,SFD,,,96761
400328,1216 SUMMER Rd,Lahaina,11000000,45252,294,7448,ACT,8950000,26842,SF,,,96761
400870,230 Haniu St,Lahaina,11900000,45306,240,3976,ACT,9500000,370826,SF,,,96761
399964,410 Mahana Ridge St,Lahaina,9895000,45208,338,4077,ACT,9895000,74052,SF,,,96761
397602,100 Kalelemuku Pl,Kula,9975000,44907,639,5218,PNDS,9975000,157818,SFD,,,96790
401457,65 Wili Okai Way,Lahaina,10450000,45359,187,5777,ACT,10450000,222766,SFD,,,96761
402584,1614 Halama St,Kihei,10500000,45457,89,3511,ACT,10500000,16449,SF,,,96753
401851,477 Laulea Pl,Paia,11500000,45376,22,2462,SLD,11500000,35458,SFD,45398,11500000,96779
403222,223 PLANTATION CLUB Dr,Lahaina,11800000,45523,23,5366,ACT,11800000,94960,SF,,,96761
402895,5065 Makena Rd,Kihei,12995000,45488,58,2613,ACT,11900000,7471,SF,,,96753
403283,5385 Lower Honoapi'ilani Rd,Lahaina,12900000,45529,17,7344,ACT,12900000,20900,SF,,,96761
402624,325 HOKIOKIO Pl,Lahaina,12950000,45460,86,4938,ACT,12950000,223811,SF,,,96761
403435,1506 Halama St,Kihei,13000000,45516,30,5380,ACT,13000000,17825,SHO,,,96753
400048,4851 LOWER HONOAPIILANI Rd,Lahaina,13500000,45219,327,5294,ACT,13500000,25478,SHO,,,96761
402175,14 Halapa Pl,Kihei,13500000,45422,124,5126,ACT,13500000,22172,SF,,,96753
400876,15 Malukai Ln,Kihei,14700000,45306,25,5331,SLD,14700000,460778,SF,45331,13700000,96753
401660,410 Namalu Pl,Lahaina,13850000,45375,171,4794,ACT,13850000,117220,SFD,,,96761
400401,5490 Makena Rd,Kihei,14999999,45261,28,5485,SLD,14999999,35893,SF,45289,14300000,96753
400947,426 Wailau Pl,Lahaina,14995000,45314,232,6682,ACT,14995000,1126810,SF,,,96761
403071,4406 Makena Rd,Kihei,15750000,45506,40,3550,ACT,15750000,23579,SF,,,96753
403007,19 Malukai Ln,Kihei,16000000,45498,48,4803,ACT,16000000,20003,SF,,,96753
402419,454 Wailau Pl,Lahaina,16900000,45443,103,6640,ACT,16900000,1209051,SF,,,96761
400304,7 KAPALUA Pl,Lahaina,19500000,45250,269,7810,SLD,17500000,28262,SF,45519,17000000,96761
401366,706 Mokuleia Pl,Lahaina,17800000,45352,194,7237,PNDS,17800000,92347,SFD,,,96761
403334,210 Naio Pl,Lahaina,18000000,45507,39,4720,ACT,18000000,45302,SF,,,96761
400339,4610 Makena Rd,Kihei,39000000,45254,292,6352,PNDNS,18000000,62291,SF,,,96753
401631,3002 S Kihei Rd,Kihei,18000000,45376,170,5468,ACT,18000000,25761,SF,,,96753
398280,4557 Makena Rd,Kihei,21000000,44988,374,5882,SLD,21000000,136648,SF,45362,18500000,96753
402062,7595 Makena Rd,Kihei,25000000,45417,129,4778,ACT,25000000,43560,SF,,,96753
402601,215 Plantation Club Dr,Lahaina,25000000,45460,86,6976,ACT,25000000,189660,SFD,,,96761
401175,9 BAY Dr,Lahaina,30000000,45334,212,6645,ACT,30000000,433988,SF,,,96761
402394,47 Malukai Ln,Kihei,38500000,45395,47,4762,SLD,38500000,40203,SF,45442,38500000,96753
401182,3060 S Kihei Rd,Kihei,42500000,45335,211,5435,ACT,42500000,26288,SFD,,,96753
400681,1672 Farrington Ave,Kualapuu,125000,45287,195,564,SLD,125000,3615,SF,45482,125000,96757
399649,258 Kamehameha V Hwy,Kaunakakai,275000,45168,65,974,SLD,275000,10328,SF,45233,250000,96748
399757,1806 Epane St,Kualapuu,329000,45181,52,980,SLD,329000,6229,SF,45233,285000,96757
401112,315 Hoomalu Dr,Kaunakakai,300000,45327,219,960,PNDS,300000,42732,SF,,,96748
401655,846 Leomele St,Hoolehua,349000,45379,29,1092,SLD,349000,10934,SF,45408,325000,96729
402927,10229 Kamehameha V Hwy,Kaunakakai,325000,45471,19,1008,SLD,325000,21885,SF,45490,325000,96748
401405,14 KAWELA St,Kaunakakai,395000,45355,80,748,SLD,359000,6003,SF,45435,345000,96748
399208,11 Kamakana Pl,Kaunakakai,350000,45100,109,1056,SLD,350000,6181,SF,45209,345000,96748
401793,44 Moai Loop,Kaunakakai,370000,45392,154,864,PNDS,349000,6120,SF,,,96748
398173,50 Moha Pl,Kaunakakai,389000,44973,266,863,SLD,375000,6116,SF,45239,350000,96748
400618,10 Aahi St,Kaunakakai,375000,45280,69,864,SLD,375000,6011,SF,45349,365000,96748
400431,1810 Farrington Ave,Kualapuu,389000,45264,101,906,SLD,389000,7318,SF,45365,365000,96757
401506,108 Moai Loop,Kaunakakai,380000,45310,55,1056,SLD,380000,6720,SF,45365,375000,96748
400327,363 Kalohi St,Kaunakakai,379000,45251,69,720,SLD,379000,7200,SF,45320,375000,96748
401245,275 Ala Malama Ave,Kaunakakai,429000,45342,119,880,SLD,395000,11700,SF,45461,380000,96748
399553,641 Linekona Pl,Wailuku,485000,45149,81,688,SLD,485000,6839,SF,45230,380000,96793
395953,1060 Mamalu La'i Pl,Hoolehua,539000,44710,775,980,SLD,449000,27181,SF,45485,385000,96729-0148
402107,333 Pauwela Rd,Haiku,405000,45371,50,864,SLD,405000,91345,SF,45421,405000,96708
398468,315 Onioni Dr,Kaunakakai,625000,45012,534,1048,PNDS,409900,88993,SF,,,96748
399714,42 Kamiloloa Pl,Kaunakakai,469000,45175,371,2240,PNDS,425000,10981,SF,,,96748
401339,181 Ulua Rd,Kaunakakai,408100,45350,55,1104,SLD,408100,89037,SF,45405,429450,96748
400637,245 Kolapa Pl,Kaunakakai,449000,45282,89,994,SLD,449000,10607,SFD,45371,435000,96748
399035,2102 Milo Pl,Wailuku,439000,45078,146,616,SLD,439000,2553,SF,45224,439000,96793
398510,32 Paiaa Pl,Kaunakakai,454000,45016,411,1022,SLD,454000,42994,SF,45427,454000,96748
399299,2108 Kaohu St,Wailuku,595000,45112,69,974,SLD,595000,6586,SF,45181,460000,96793
399979,450 KAULA Rd,Maunaloa,508400,45210,141,1800,SLD,483000,218018,SF,45351,462000,96770
400100,2290 Kaupakalua Rd,Haiku,475000,45226,54,768,SLD,475000,341946,SF,45280,475000,96708
401961,2041 Ulei Pl,Wailuku,500000,45408,59,984,SLD,500000,9805,SF,45467,475000,96793
402546,319 Alani Pl,Wailuku,499000,45454,63,912,SLD,499000,2601,SF,45517,475000,96793
402918,1085 Nauwe St,Kaunakakai,499000,45489,57,800,ACT,479000,11931,SF,,,96748
394705,144 Puuala St,Kula,590000,44601,900,2816,SLD,490000,43168,SF,45502,490000,96790
399721,4264 Hana Hwy,Hana,599900,45175,223,2011,SLD,499900,43560,SFD,45398,493000,96713
399301,2175 Kalae Hwy,Kualapuu,579000,45112,148,1190,SLD,495000,8002,SF,45260,495000,96757
403296,120 Kamilo St,Hana,499000,45516,14,748,SLD,499000,103829,SF,45530,499000,96708
402727,34 Kahilinaenae Pl,Kula,500000,45471,75,889,PNDS,500000,37244,SF,,,96790
400954,25 Halena St,Maunaloa,550000,45313,65,1304,SLD,550000,6233,SF,45378,510000,96770
403182,219-C Momi Pl,Wailuku,511000,45509,37,768,PNDS,511000,3886,SF,,,96793
399873,12 Kalama Rd,Hoolehua,579000,45195,343,940,SLD,545000,32622,SF,45538,515000,96729
399703,256 Haulani St,Pukalani,695000,45175,105,500,SLD,565000,22812,SF,45280,525000,96768
402691,440 Huelo Rd,Haiku,525000,45468,78,625,PNDS,525000,14945,SFD,,,96708
399548,211 Kahinani Pl,Kaunakakai,625000,45148,85,1308,SLD,549000,27099,SF,45233,528000,96748
402763,464 Onioni Dr,Kaunakakai,550000,45474,72,420,ACT,539000,87991,SF,,,96748
403083,1132 Olapa St,Lanai City,565000,45506,40,860,ACT,540000,3189,SF,,,96763-1132
401946,280 Caldwell Ave,Lanai City,650000,45404,66,1200,SLD,585000,7510,SF,45470,545000,96763-0280
401809,2114 Hewahewa Dr,Wailuku,547993,45392,0,1025,SLD,547993,7081,SF,45392,547993,96793
402418,2224 Mokuhau Rd,Wailuku,699000,45443,103,1808,PNDS,550000,8481,SF,,,96793
401472,2153 E Holowai Pl,Wailuku,550000,45305,57,1008,SLD,550000,4356,SF,45362,550000,96793
399252,1242 HOUSTON St,Lanai City,660000,45105,128,616,SLD,595000,6752,SF,45233,550000,96763
401225,161 Waiokama Pl,Kaunakakai,599000,45338,112,2913,SLD,575000,87991,SFD,45450,565000,96748
401369,215 Kolapa Pl,Kaunakakai,599000,45352,75,2108,SLD,599000,11918,SF,45427,568000,96748
399698,2153 D Holowai Rd,Wailuku,650000,45175,184,900,SLD,600000,6970,SFD,45359,570000,96793
399840,585 Linekona Pl,Wailuku,599000,45190,29,1104,SLD,599000,10001,SF,45219,570000,96793
399924,2042 KAHEKILI Hwy,Wailuku,599000,45202,164,471,SLD,599000,7475,SF,45366,575000,96793
400153,9 Oki Pl,Kaunakakai,625000,45232,314,1508,ACT,575000,15102,SF,,,96748
396539,282 MOMI Pl,Wailuku,599900,44768,778,1784,PNDNS,589900,4243,SF,,,96793-2018
401867,22 Kahoa St,Makawao,590000,45356,43,500,SLD,590000,9482,SF,45399,590000,96768
401816,1466 Honoapiilani Hwy,Wailuku,600000,45370,24,1408,SLD,600000,7122,SF,45394,599995,96793
402035,185 WAIHEE VALLEY Rd,Wailuku,600000,45412,0,1219,SLD,600000,9868,SF,45412,600000,96793
400929,1120 Palawai Ln,Lanai City,595000,45310,98,1022,SLD,595000,5266,SF,45408,615000,96763-1120
401109,303 Pueo Dr,Kula,629000,45328,177,1008,PNDNS,629000,25875,SF,,,96790
399626,365 Ehunani Cir,Lanai City,635000,45163,61,1360,SLD,635000,7070,SF,45224,635000,96763-0365
399866,140 Kupaia Pl,Kaunakakai,799000,45194,165,1766,SLD,699000,87643,SF,45359,648000,96748
401406,2771 Kamehameha V Hwy,Kaunakakai,698000,45355,191,1440,ACT,649000,7889,SF,,,96748
402619,1731 Hooli St,Lahaina,650000,45461,85,886,PNDNS,650000,6961,SF,,,96761
399624,228 Waialua Pl,Lanai City,695000,45162,224,960,SLD,675000,7492,SF,45386,650000,96763-0228
399816,248 Nakila Pl,Wailuku,799000,45187,102,720,SLD,725000,4914,SHO,45289,650000,96793
402756,1304 Houston St,Lanai City,650000,45400,74,548,SLD,650000,4266,SF,45474,650000,96763
398025,62 Ainaola St,Wailuku,720000,44956,317,732,SLD,720000,5354,SF,45273,658000,96793
398623,101 Ulana St,Makawao,850000,45030,252,696,SLD,749000,22041,SF,45282,660000,96768
400361,51 One Malia Way,Wailuku,665000,45258,124,1360,PNDS,665000,7501,SF,,,96793
401936,1220 Houston St,Lanai City,675000,45406,92,880,SLD,675000,6251,SF,45498,675000,96763
402722,755 Pomaikai St,Kahului,680000,45441,30,1240,SLD,680000,7501,SF,45471,680000,96732
403169,613 Kalakaua St,Wailuku,685000,45516,30,1711,ACT,685000,8000,SF,,,96793
399543,516 Nani St,Lanai City,750000,45147,62,866,SLD,750000,3302,SF,45209,690000,96763
398747,425 Kaukini Loop,Wailuku,857850,45046,183,2008,SLD,699900,148975,SF,45229,693000,96793
399425,155 Auhana Rd,Kihei,715000,45130,71,500,SLD,715000,68389,SF,45201,693500,96753
402852,93 Maluhia Dr,Wailuku,800000,45484,62,936,ACT,695000,2330,SF,,,96793
399109,107 Johnson Rd,Kula,750000,45091,120,960,SLD,699000,261360,SF,45211,699000,96790-8473
402174,8579 Kamehameha V Hwy,Kaunakakai,699000,45423,123,1248,ACT,699000,84479,SF,,,96748
398758,953 Akaaka St,Makawao,849000,45047,310,1202,SLD,749000,6787,SF,45357,700000,96768
400458,88 Nakoa Dr,Wailuku,700000,45266,0,1359,SLD,700000,10267,SFD,45266,700000,96793
399701,116 Hiwalani Loop,Makawao,742000,45175,259,1196,SLD,679000,7610,SF,45434,706650,96768
402197,1041 Mahanani Pl,Makawao,750000,45427,51,748,SLD,750000,7349,SF,45478,720000,96768
398788,146 KEANUHEA St,Kula,575000,45049,366,1615,PNDNS,725000,24219,SF,,,96790
402968,320 Fraser Ave,Lanai City,725000,45495,51,470,ACT,725000,3438,SF,,,96763
400867,642 Ukali St,Wailuku,725000,45302,244,1176,ACT,725000,11195,SF,,,96793
